House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
49,Watts Road,Jack,Brown,15,Son,NA,Male,Student,None,NA
49,Watts Road,Joe,Brown,14,Son,NA,Male,Student,None,NA
50,Watts Road,Anna,Moore,31,Head,Married,Female,Counsellor,None,Christian
50,Watts Road,Scott,Moore,33,Husband,Married,Male,Management consultant,None,None
50,Watts Road,Bethan,Moore,12,Daughter,NA,Female,Student,None,NA
50,Watts Road,Edward,Giles-Moore,7,Son,NA,Male,Student,None,NA
50,Watts Road,Raymond,Giles-Moore,0,Son,NA,Male,Child,None,NA
51,Watts Road,Rebecca,Walker,55,Head,Married,Female,Data scientist,None,None
51,Watts Road,Denis,Walker,57,Husband,Married,Male,Advice worker,None,None
51,Watts Road,Jill,Walker,26,Daughter,Divorced,Female,Advertising account executive,None,None
51,Watts Road,Claire,Walker,24,Daughter,Single,Female,"Civil engineer, consulting",None,None
51,Watts Road,Phillip,Walker,14,Son,NA,Male,Student,None,NA
52,Watts Road,Yvonne,Cameron,23,Head,Single,Female,Media planner,None,Christian
52,Watts Road,Wendy,Cameron,6,Daughter,NA,Female,Student,None,NA
52,Watts Road,Jeremy,Cameron,5,Son,NA,Male,Student,None,NA
52,Watts Road,Lynne,Cameron,2,Daughter,NA,Female,Child,None,NA
52,Watts Road,Joel,Cameron,0,Son,NA,Male,Child,None,NA
53,Watts Road,Mohammad,Chapman,52,Head,Divorced,Male,"Engineer, electronics",None,Christian
54,Watts Road,Gail,Bradley,55,Head,Married,Female,Energy manager,None,Christian
54,Watts Road,Malcolm,Bradley,65,Husband,Married,Male,"Engineer, communications",None,Christian
54,Watts Road,Eleanor,Bradley,40,Daughter,Widowed,Female,Production manager,None,None
54,Watts Road,Elliot,Long-Bradley,39,Son,Single,Male,Dietitian,None,None
54,Watts Road,Albert,Long-Bradley,35,Son,Single,Male,Research scientist (maths),None,Christian
55,Watts Road,Shirley,Campbell,59,Head,Married,Female,"Pharmacist, community",None,None
55,Watts Road,Alan,Campbell,63,Husband,Married,Male,"Scientist, audiological",None,None
55,Watts Road,Alexander,Campbell,34,Son,Single,Male,Clothing/textile technologist,None,None
55,Watts Road,Julian,Campbell,31,Son,Divorced,Male,"Scientist, physiological",None,None
55,Watts Road,Jonathan,Campbell,27,Son,Single,Male,"Pilot, airline",None,None
55,Watts Road,Kathleen,Campbell,20,Daughter,Single,Female,University Student,None,None
55,Watts Road,Lynne,Campbell,19,Daughter,Widowed,Female,University Student,None,None
55,Watts Road,Mandy,Campbell,19,Daughter,Single,Female,University Student,None,None
55,Watts Road,Tom,Campbell,7,Son,NA,Male,Student,None,NA
56,Watts Road,Jennifer,Jones-Storey,71,Head,Married,Female,"Retired Sales professional, IT",None,Christian
56,Watts Road,Reece,Jones-Storey,73,Husband,Married,Male,Retired Newspaper journalist,None,None
56,Watts Road,Arthur,Jones-Storey,46,Son,Single,Male,Unemployed,None,Christian
56,Watts Road,Alison,Jones-Storey,42,Daughter,Single,Female,Operations geologist,None,Christian
56,Watts Road,Connor,Jones-Storey,41,Son,Single,Male,Retail manager,None,Christian
56,Watts Road,Lucy,Jones-Storey,41,Daughter,Widowed,Female,Legal secretary,None,Christian
56,Watts Road,Glen,Jones-Storey,39,Son,Single,Male,Warehouse manager,None,None
56,Watts Road,Conor,Jones-Storey,39,Son,Single,Male,Music therapist,None,None
56,Watts Road,Josephine,Jones-Storey,36,Daughter,Single,Female,Adult nurse,None,None
56,Watts Road,Reece,Jones-Storey,32,Son,Single,Male,Broadcast journalist,None,Christian
56,Watts Road,Stuart,Jones-Storey,30,Son,Single,Male,Sports administrator,None,Christian
56,Watts Road,Ann,Jones-Storey,26,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
56,Watts Road,Hannah,Jones-Storey,26,Daughter,Single,Female,Arboriculturist,None,Christian
56,Watts Road,Kathleen,Jones-Storey,24,Daughter,Single,Female,Network engineer,None,Christian
56,Watts Road,Annette,Jones-Storey,20,Daughter,Divorced,Female,University Student,None,None
56,Watts Road,Sarah,Jones-Storey,16,Daughter,NA,Female,Student,None,NA
56,Watts Road,Holly,Jones-Storey,13,Daughter,NA,Female,Student,None,NA
56,Watts Road,Derek,Jones-Storey,10,Son,NA,Male,Student,None,NA
57,Watts Road,Sheila,Kirk,44,Head,Divorced,Female,Unemployed,None,None
57,Watts Road,Gary,Kirk,5,Son,NA,Male,Student,None,NA
57,Watts Road,Rachael,Kirk,2,Daughter,NA,Female,Child,None,NA
57,Watts Road,Ricky,Dunn,58,Lodger,Single,Male,Public librarian,None,Catholic
57,Watts Road,Mark,Taylor,52,Cousin,Single,Male,Medical laboratory scientific officer,None,Catholic
58,Watts Road,Craig,Andrews,37,Head,Married,Male,Secondary school teacher,None,None
58,Watts Road,Charlotte,Andrews,34,Wife,Married,Female,Retail banker,None,None
58,Watts Road,Teresa,Rees,21,Lodger,Single,Female,University Student,None,None
58,Watts Road,Kelly,Wilkinson,50,Lodger,Single,Female,Systems developer,None,None
58,Watts Road,Bradley,Allen,38,Lodger,Single,Male,Marine scientist,None,None
59,Watts Road,Kate,Miller,41,Head,Married,Female,Private music teacher,None,None
59,Watts Road,Damian,Miller,43,Husband,Married,Male,"Scientist, marine",None,None
59,Watts Road,Maurice,Miller,13,Son,NA,Male,Student,None,NA
59,Watts Road,Luke,Miller,9,Son,NA,Male,Student,None,NA
59,Watts Road,Lewis,Miller,9,Son,NA,Male,Student,None,NA
60,Watts Road,Sandra,Edwards,62,Head,Single,Female,Physiological scientist,None,Methodist
60,Watts Road,Anne,Edwards,20,Daughter,Single,Female,University Student,None,None
60,Watts Road,Malcolm,Edwards,13,Son,NA,Male,Student,None,NA
60,Watts Road,Adam,Edwards,8,Son,NA,Male,Student,None,NA
60,Watts Road,Christopher,Edwards,8,Son,NA,Male,Student,None,NA
61,Watts Road,Lindsey,Burgess,50,Head,Single,Female,Regulatory affairs officer,None,Catholic
61,Watts Road,Damien,Burgess,22,Son,Divorced,Male,University Student,None,Catholic
61,Watts Road,Colin,Burgess,16,Son,NA,Male,Student,None,NA
61,Watts Road,Stacey,Burgess,16,Daughter,NA,Female,Student,Mental Disability,NA
61,Watts Road,Joshua,Burgess,11,Son,NA,Male,Student,None,NA
61,Watts Road,Ann,Burgess,8,Daughter,NA,Female,Student,None,NA
61,Watts Road,Andrew,Burgess,7,Son,NA,Male,Student,None,NA
61,Watts Road,Carol,Burgess,4,Daughter,NA,Female,Child,None,NA
61,Watts Road,Clare,Whittaker-Burgess,2,Daughter,NA,Female,Child,None,NA
61,Watts Road,Josh,Marshall,25,Lodger,Single,Male,Best boy,None,Christian
61,Watts Road,Daniel,Hudson,54,Lodger,Single,Male,Haematologist,None,None
61,Watts Road,Melissa,Thomas,42,Lodger,Single,Female,Television production assistant,None,None
61,Watts Road,Alex,Fisher,59,Lodger,Single,Male,"Administrator, education",None,Christian
61,Watts Road,Kim,Roberts,32,Visitor,Divorced,Female,"Runner, broadcasting/film/video",None,None
61,Watts Road,Lucy,Cooper,34,Lodger,Single,Female,Chartered loss adjuster,None,None
61,Watts Road,George,Elliott,58,Visitor,Single,Male,Print production planner,None,Christian
61,Watts Road,Katy,Ball,47,Lodger,Single,Female,Clinical cytogeneticist,None,Christian
61,Watts Road,Ruth,Grant,38,Lodger,Single,Female,Retail buyer,None,Catholic
61,Watts Road,Jean,Clarke,43,Lodger,Single,Female,"Research officer, trade union",None,None
62,Watts Road,Caroline,Wilkins,42,Head,Married,Female,Telecommunications researcher,None,Catholic
62,Watts Road,Mathew,Wilkins,41,Husband,Married,Male,"Designer, textile",None,None
62,Watts Road,Tina,Wilkins,21,Daughter,Single,Female,University Student,None,Catholic
62,Watts Road,Grace,Wilkins,17,Daughter,NA,Female,Student,None,NA
62,Watts Road,Martyn,Garner-Wilkins,15,Son,NA,Male,Student,None,NA
62,Watts Road,Hayley,Garner-Wilkins,13,Daughter,NA,Female,Student,None,NA
62,Watts Road,Patricia,Garner-Wilkins,13,Daughter,NA,Female,Student,None,NA
62,Watts Road,Gareth,Garner-Wilkins,13,Son,NA,Male,Student,None,NA
62,Watts Road,Jade,Garner-Wilkins,7,Daughter,NA,Female,Student,None,NA
62,Watts Road,Sandra,Garner-Wilkins,4,Daughter,NA,Female,Child,None,NA
62,Watts Road,Helen,Garner-Wilkins,1,Daughter,NA,Female,Child,None,NA
62,Watts Road,Teresa,Powell-Garner-Wilkins,0,Daughter,NA,Female,Child,None,NA
63,Watts Road,Robert,Wells,58,Head,Married,Male,"Therapist, art",None,Methodist
63,Watts Road,Patricia,Wells,55,Wife,Married,Female,Interpreter,None,Methodist
63,Watts Road,Glen,Wells,18,Son,Widowed,Male,Student,None,None
63,Watts Road,Joanne,Wells,15,Daughter,NA,Female,Student,None,NA
63,Watts Road,Nigel,Wells,12,Son,NA,Male,Student,None,NA
64,Watts Road,Marilyn,Lloyd,46,Head,Married,Female,"Engineer, water",None,Christian
64,Watts Road,Steven,Lloyd,47,Husband,Married,Male,Animal nutritionist,None,Christian
64,Watts Road,Alex,Lloyd,14,Son,NA,Male,Student,None,NA
64,Watts Road,Ronald,Oliver-Lloyd,11,Son,NA,Male,Student,None,NA
64,Watts Road,Julie,Oliver-Lloyd,9,Daughter,NA,Female,Student,None,NA
65,Watts Road,Ellie,Barber,47,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
65,Watts Road,Louis,Barber,49,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
65,Watts Road,Malcolm,Barber,14,Son,NA,Male,Student,None,NA
65,Watts Road,Darren,Barber,10,Son,NA,Male,Student,None,NA
65,Watts Road,Ryan,Barber,7,Son,NA,Male,Student,None,NA
65,Watts Road,Karen,Barber,5,Daughter,NA,Female,Student,None,NA
65,Watts Road,Victor,Lawrence,60,Sibling,Single,Male,Armed forces logistics/support/administrative officer,None,Christian
65,Watts Road,Maurice,Parker,57,Lodger,Single,Male,Quality manager,None,Christian
65,Watts Road,Chloe,Giles,35,Lodger,Single,Female,"Engineer, broadcasting (operations)",None,Christian
65,Watts Road,Alice,Curtis,51,Sibling,Single,Female,Insurance risk surveyor,None,None
65,Watts Road,Timothy,Lewis,59,Sibling,Single,Male,Immunologist,None,Muslim
65,Watts Road,Mathew,Turner,40,Sibling,Divorced,Male,Ceramics designer,None,None
65,Watts Road,Martyn,Akhtar,18,Sibling,Single,Male,Student,None,NA
65,Watts Road,Susan,Doyle,36,Lodger,Single,Female,"Engineer, drilling",None,None
65,Watts Road,Paula,Thomas,34,Sibling,Single,Female,"Engineer, control and instrumentation",None,None
65,Watts Road,Darren,Shaw,43,Lodger,Single,Male,"Education officer, community",None,Christian
65,Watts Road,Marilyn,Lawrence,25,Lodger,Single,Female,Forensic scientist,None,None
65,Watts Road,Anthony,Williams,49,Lodger,Divorced,Male,Office manager,None,None
65,Watts Road,Leigh,Atkins,58,Lodger,Single,Male,Clinical embryologist,None,Christian
65,Watts Road,Amelia,Henderson,52,Lodger,Single,Female,"Librarian, academic",None,None
65,Watts Road,Jamie,Thompson,51,Lodger,Single,Male,"Designer, blown glass/stained glass",None,None
65,Watts Road,Jean,Leach,36,Lodger,Single,Female,Fish farm manager,None,None
66,Watts Road,Eileen,Alexander,56,Head,Married,Female,Publishing rights manager,None,Christian
66,Watts Road,Philip,Alexander,58,Husband,Married,Male,Arboriculturist,None,Christian
66,Watts Road,Brenda,Alexander,21,Daughter,Single,Female,University Student,None,Christian
66,Watts Road,Darren,Alexander,17,Son,NA,Male,Student,None,NA
66,Watts Road,Michael,Alexander,17,Son,NA,Male,Student,None,NA
67,Watts Road,Frances,Taylor,73,Head,Married,Female,Retired Seismic interpreter,None,None
67,Watts Road,Antony,Taylor,75,Husband,Married,Male,Retired Hydrologist,None,None
68,Watts Road,Trevor,Read,18,Head,Single,Male,University Student,None,Christian
68,Watts Road,Abigail,Rose,21,None,Single,Female,University Student,None,NA
68,Watts Road,Ann,Smith,21,None,Single,Female,University Student,None,None
68,Watts Road,Maureen,Austin,21,None,Single,Female,University Student,None,NA
68,Watts Road,Jordan,Hodgson,21,None,Single,Male,University Student,None,Christian
69,Watts Road,Sian,Hale,49,Head,Divorced,Female,Unemployed,None,Christian
69,Watts Road,Amelia,Hale,18,Daughter,Single,Female,Student,None,None
69,Watts Road,Dean,Haynes,17,Son,NA,Male,Student,None,NA
69,Watts Road,Malcolm,Hart-Haynes,14,Son,NA,Male,Student,None,NA
69,Watts Road,Molly,Hart-Haynes,13,Daughter,NA,Female,Student,None,NA
69,Watts Road,Max,Hart-Haynes,11,Son,NA,Male,Student,None,NA
69,Watts Road,Nigel,Hart-Haynes,7,Son,NA,Male,Student,None,NA
69,Watts Road,Eileen,Hart-Haynes,7,Daughter,NA,Female,Student,None,NA
69,Watts Road,Martin,Hart-Haynes,7,Son,NA,Male,Student,None,NA
69,Watts Road,Andrew,Hart-Haynes,5,Son,NA,Male,Student,None,NA
69,Watts Road,Joan,Hart-Haynes,3,Daughter,NA,Female,Child,None,NA
70,Watts Road,Heather,Leach,25,Head,Married,Female,Intelligence analyst,None,None
70,Watts Road,Ashley,Leach,27,Husband,Married,Male,Acupuncturist,None,None
70,Watts Road,Nicola,Leach,6,Daughter,NA,Female,Student,None,NA
70,Watts Road,Allan,Leach,2,Son,NA,Male,Child,None,NA
70,Watts Road,Mohamed,Leach,0,Son,NA,Male,Child,None,NA
71,Watts Road,Georgia,Webb,35,Head,Divorced,Female,Plant breeder/geneticist,Mental Disability,None
71,Watts Road,Phillip,Webb,6,Son,NA,Male,Student,None,NA
71,Watts Road,Jasmine,Webb,3,Daughter,NA,Female,Child,None,NA
71,Watts Road,Leigh,Webb,2,Son,NA,Male,Child,None,NA
71,Watts Road,Richard,Webb,2,Son,NA,Male,Child,None,NA
72,Watts Road,Edward,Dale,50,Head,Married,Male,Adult guidance worker,None,Catholic
72,Watts Road,Carol,Dale,46,Wife,Married,Female,Chief Technology Officer,None,Catholic
72,Watts Road,Kathryn,Dale,12,Daughter,NA,Female,Student,None,NA
72,Watts Road,Sian,Dale,10,Daughter,NA,Female,Student,None,NA
72,Watts Road,Wendy,Dale,10,Daughter,NA,Female,Student,None,NA
73,Watts Road,Louise,Barton,51,Head,Single,Female,Economist,None,Christian
73,Watts Road,Stuart,Hutchinson,47,Partner,Single,Male,Civil Service administrator,None,Christian
73,Watts Road,Stephanie,Austin-Barton,26,Daughter,Single,Female,Hydrogeologist,None,Christian
73,Watts Road,Mandy,Austin-Barton,22,Daughter,Single,Female,Amenity horticulturist,None,Christian
73,Watts Road,Debra,Austin-Barton,10,Daughter,NA,Female,Student,None,NA
74,Watts Road,Julie,Taylor,36,Head,Married,Female,"Teacher, music",None,Christian
74,Watts Road,William,Taylor,35,Husband,Married,Male,Equality and diversity officer,None,Christian
74,Watts Road,Annette,Taylor,7,Daughter,NA,Female,Student,None,NA
74,Watts Road,Kayleigh,Taylor,6,Daughter,NA,Female,Student,None,NA
74,Watts Road,Leah,Taylor,3,Daughter,NA,Female,Child,None,NA
75,Watts Road,Denise,Read,41,Head,Married,Female,Purchasing manager,None,Christian
75,Watts Road,Jeffrey,Read,40,Husband,Married,Male,Mental health nurse,None,Christian
75,Watts Road,Melissa,Allen,21,Lodger,Single,Female,University Student,None,None
76,Watts Road,Leanne,Lee-Hawkins,80,Head,Single,Female,Retired General practice doctor,None,None
76,Watts Road,Russell,Bentley,85,Partner,Single,Male,Retired Commercial/residential surveyor,None,None
76,Watts Road,Steven,Lee-Hawkins,38,Son,Widowed,Male,Community pharmacist,None,None
76,Watts Road,Liam,Lee-Hawkins,37,Son,Single,Male,Volunteer coordinator,None,None
76,Watts Road,Alexandra,Lee-Hawkins,29,Daughter,Divorced,Female,Bookseller,None,None
76,Watts Road,Stuart,Lee-Hawkins,25,Son,Single,Male,Art gallery manager,None,None
76,Watts Road,Barbara,Lee-Hawkins,21,Daughter,Single,Female,University Student,None,None
76,Watts Road,Abdul,Lee-Hawkins,17,Son,NA,Male,Student,None,NA
76,Watts Road,Christian,Lee-Hawkins,13,Son,NA,Male,Student,None,NA
76,Watts Road,Douglas,Lee-Hawkins,12,Son,NA,Male,Student,None,NA
76,Watts Road,Angela,Lee-Hawkins,11,Daughter,NA,Female,Student,None,NA
76,Watts Road,Peter,Lee-Hawkins,9,Son,NA,Male,Student,None,NA
76,Watts Road,Stanley,Lee-Hawkins,6,Son,NA,Male,Student,None,NA
76,Watts Road,Diana,Lee-Hawkins,2,Daughter,NA,Female,Child,None,NA
77,Watts Road,Harriet,Moran,63,Head,Married,Female,"Lecturer, higher education",None,None
77,Watts Road,Ricky,Moran,65,Husband,Married,Male,Purchasing manager,None,None
77,Watts Road,Fiona,Moran,28,Daughter,Single,Female,Trade mark attorney,None,None
77,Watts Road,Ben,Moran,28,Son,Single,Male,Clinical psychologist,None,None
77,Watts Road,Shane,Moran,16,Son,NA,Male,Student,None,NA
78,Watts Road,Ann,Jenkins,39,Head,Single,Female,Drilling engineer,None,Christian
78,Watts Road,James,Jenkins,10,Son,NA,Male,Student,None,NA
78,Watts Road,Kerry,Jenkins,6,Daughter,NA,Female,Student,None,NA
78,Watts Road,Helen,Jenkins,6,Daughter,NA,Female,Student,None,NA
78,Watts Road,Sarah,Jenkins,1,Daughter,NA,Female,Child,None,NA
79,Watts Road,Naomi,Johnson,62,Head,Single,Female,"Teacher, early years/pre",None,Methodist
79,Watts Road,Katherine,Johnson,35,Daughter,Single,Female,"Surveyor, mining",None,Methodist
79,Watts Road,Roger,Johnson,34,Son,Single,Male,Fisheries officer,None,Methodist
79,Watts Road,Katy,Johnson,34,Daughter,Single,Female,Secretary/administrator,None,Methodist
79,Watts Road,Timothy,Johnson,31,Son,Single,Male,Energy manager,None,None
80,Watts Road,Shirley,Francis,30,Head,Single,Female,Dancer,None,Catholic
80,Watts Road,Brian,French,29,Partner,Single,Male,Osteopath,None,Catholic
80,Watts Road,Megan,Francis,3,Daughter,NA,Female,Child,None,NA
80,Watts Road,Ellie,Barker,50,Visitor,Single,Female,Unemployed,None,Christian
80,Watts Road,George,Stanley,57,Lodger,Single,Male,"Accountant, chartered management",None,None
81,Watts Road,Philip,Shepherd,62,Head,Single,Male,Retail banker,None,None
81,Watts Road,Amber,Forster,20,None,Single,Female,University Student,None,None
81,Watts Road,Kieran,Campbell,40,None,Single,Male,Proofreader,None,Christian
81,Watts Road,Jeremy,Rose,29,None,Single,Male,Unemployed,None,None
81,Watts Road,Georgina,Mason,44,None,Single,Female,Hydrologist,None,Muslim
82,Watts Road,Melissa,Brown,55,Head,Divorced,Female,Unemployed,None,Christian
82,Watts Road,Hayley,Adams-Brown,32,Daughter,Single,Female,Legal executive,None,Christian
82,Watts Road,Nathan,Adams-Brown,32,Son,Single,Male,TEFL teacher,None,Christian
82,Watts Road,Aimee,Adams-Brown,32,Daughter,Divorced,Female,Insurance claims handler,None,Christian
82,Watts Road,Eleanor,Adams-Brown,29,Daughter,Single,Female,Landscape architect,None,None
82,Watts Road,Lesley,Adams-Brown,28,Daughter,Single,Female,Contractor,None,Christian
82,Watts Road,Reece,Adams-Brown,28,Son,Single,Male,Air traffic controller,None,None
83,Watts Road,Sara,Sutton,43,Head,Single,Female,Unemployed,None,Catholic
83,Watts Road,Yvonne,Sutton,11,Daughter,NA,Female,Student,None,NA
83,Watts Road,Ashleigh,Smith-Sutton,7,Daughter,NA,Female,Student,None,NA
83,Watts Road,Beverley,Smith-Sutton,5,Daughter,NA,Female,Student,None,NA
83,Watts Road,Elliot,Smith-Sutton,3,Son,NA,Male,Child,None,NA
84,Watts Road,Ben,Smith,80,Head,Widowed,Male,Retired Operations geologist,None,Catholic
85,Watts Road,Kerry,Johnson,45,Head,Single,Female,Sport and exercise psychologist,None,None
85,Watts Road,Joanna,Johnson,16,Daughter,NA,Female,Student,None,NA
85,Watts Road,Beverley,Johnson,13,Daughter,NA,Female,Student,None,NA
85,Watts Road,Ross,Johnson,11,Son,NA,Male,Student,None,NA
85,Watts Road,Sheila,Johnson,8,Daughter,NA,Female,Student,None,NA
85,Watts Road,Linda,Johnson,7,Daughter,NA,Female,Student,None,NA
85,Watts Road,Samuel,Johnson,2,Son,NA,Male,Child,None,NA
85,Watts Road,Susan,Smith,46,Lodger,Single,Female,Commissioning editor,None,Catholic
85,Watts Road,Richard,Gregory,33,Cousin,Single,Male,Records manager,None,None
85,Watts Road,Douglas,Bennett,37,Lodger,Single,Male,Call centre manager,None,None
85,Watts Road,Stanley,Morgan,48,Lodger,Single,Male,Unemployed,None,Catholic
85,Watts Road,Valerie,Poole,56,Lodger,Single,Female,Unemployed,None,None
85,Watts Road,Billy,Duncan,20,Lodger,Single,Male,University Student,None,Catholic
85,Watts Road,Alex,Taylor,56,Lodger,Single,Male,Agricultural engineer,None,Christian
85,Watts Road,Paige,Archer,50,Lodger,Single,Female,"Psychologist, forensic",None,None
85,Watts Road,Lisa,Smith,22,Lodger,Single,Female,University Student,None,Muslim
85,Watts Road,Vanessa,Pearce,63,Lodger,Single,Female,"Editor, commissioning",None,Christian
85,Watts Road,Lawrence,Lee,56,Lodger,Single,Male,Mudlogger,None,Methodist
85,Watts Road,Janice,West,19,Lodger,Single,Female,University Student,None,None
86,Watts Road,Katherine,Green,77,Head,Widowed,Female,Retired Medical physicist,None,Catholic
86,Watts Road,Paige,Dobson,16,Granddaughter,NA,Female,Student,None,NA
87,Watts Road,Grace,Yates,67,Head,Married,Female,Facilities manager,None,Christian
87,Watts Road,Brian,Yates,72,Husband,Married,Male,Unemployed,None,None
87,Watts Road,Martin,Yates,43,Son,Single,Male,International aid/development worker,None,Christian
87,Watts Road,Natalie,Yates,40,Daughter,Single,Female,Immigration officer,None,Christian
87,Watts Road,Abigail,Yates,40,Daughter,Single,Female,Ambulance person,None,Christian
88,Watts Road,Frances,Wallis,45,Head,Married,Female,Commercial art gallery manager,None,Methodist
88,Watts Road,Eric,Wallis,48,Husband,Married,Male,Dentist,None,Methodist
88,Watts Road,Brian,Wallis,9,Son,NA,Male,Student,None,NA
88,Watts Road,Clare,Wallis,6,Daughter,NA,Female,Student,None,NA
88,Watts Road,Julian,Wallis,2,Son,NA,Male,Child,None,NA
89,Watts Road,Helen,Roberts,74,Head,Married,Female,Retired Clinical molecular geneticist,None,Catholic
89,Watts Road,Roger,Roberts,75,Husband,Married,Male,Retired Midwife,None,Catholic
89,Watts Road,Cheryl,Roberts,50,Daughter,Single,Female,Records manager,None,Catholic
89,Watts Road,Mathew,Roberts,47,Son,Single,Male,Ergonomist,None,Catholic
89,Watts Road,Carole,Roberts,46,Daughter,Single,Female,Geophysical data processor,None,None
89,Watts Road,Lynn,Roberts,44,Daughter,Single,Female,Fashion designer,None,None
89,Watts Road,Megan,Roberts,41,Daughter,Widowed,Female,Unemployed,None,None
89,Watts Road,Dominic,Roberts,40,Son,Single,Male,Diplomatic Services operational officer,None,Catholic
89,Watts Road,Jennifer,Roberts,39,Daughter,Single,Female,"Sound technician, broadcasting/film/video",None,None
89,Watts Road,Mohamed,Roberts,38,Son,Divorced,Male,Agricultural consultant,None,Catholic
89,Watts Road,Paul,Roberts,34,Son,Divorced,Male,"Research officer, trade union",None,Catholic
90,Watts Road,Sara,Smith,54,Head,Married,Female,"Designer, fashion/clothing",None,Methodist
90,Watts Road,Keith,Smith,59,Husband,Married,Male,Web designer,None,None
90,Watts Road,Mary,Smith,17,Daughter,NA,Female,Student,None,NA
90,Watts Road,Catherine,Smith,14,Daughter,NA,Female,Student,None,NA
90,Watts Road,Liam,Smith,10,Son,NA,Male,Student,None,NA
90,Watts Road,Amy,Smith,6,Daughter,NA,Female,Student,None,NA
90,Watts Road,Russell,Smith,2,Son,NA,Male,Child,None,NA
90,Watts Road,Callum,Smith,1,Son,NA,Male,Child,None,NA
90,Watts Road,June,Cooke,57,Lodger,Single,Female,Chartered management accountant,None,Muslim
90,Watts Road,Richard,Phillips,53,Lodger,Divorced,Male,Pathologist,None,Methodist
90,Watts Road,Jason,Blake,56,Lodger,Divorced,Male,Production manager,None,Methodist
90,Watts Road,Caroline,Stevenson,59,Sibling,Single,Female,"Journalist, magazine",None,Christian
91,Watts Road,Jennifer,McDonald,56,Head,Married,Female,"Radiographer, diagnostic",None,Christian
91,Watts Road,Timothy,McDonald,61,Husband,Married,Male,"Engineer, electronics",None,Christian
91,Watts Road,Samuel,McDonald,26,Son,Single,Male,Applications developer,None,Christian
91,Watts Road,Douglas,McDonald,24,Son,Single,Male,"Nurse, children's",None,Christian
91,Watts Road,Chloe,McDonald,19,Daughter,Single,Female,University Student,None,None
92,Watts Road,Iain,McKenzie,51,Head,Single,Male,Toxicologist,None,Catholic
92,Watts Road,Heather,McKenzie,17,Adopted Daughter,NA,Female,Student,None,NA
92,Watts Road,Harry,McKenzie,17,Son,NA,Male,Student,None,NA
92,Watts Road,Catherine,McKenzie,15,Daughter,NA,Female,Student,None,NA
92,Watts Road,Ben,McKenzie,11,Son,NA,Male,Student,None,NA
92,Watts Road,Lesley,McKenzie,7,Daughter,NA,Female,Student,None,NA
92,Watts Road,Dylan,McKenzie,3,Son,NA,Male,Child,None,NA
92,Watts Road,Margaret,McKenzie,3,Daughter,NA,Female,Child,None,NA
92,Watts Road,Chelsea,Yates,33,Visitor,Single,Female,Prison officer,None,Methodist
92,Watts Road,Mark,Butler,27,Lodger,Single,Male,Scientific laboratory technician,None,Jewish
92,Watts Road,Kyle,Hall,34,Visitor,Single,Male,"Radiographer, diagnostic",None,Catholic
93,Watts Road,James,Ali,58,Head,Married,Male,Television camera operator,None,None
93,Watts Road,Gillian,Ali,56,Wife,Married,Female,Visual merchandiser,None,None
93,Watts Road,Mary,Ali,19,Granddaughter,Divorced,Female,University Student,None,None
93,Watts Road,Damian,Ali,17,Grandson,NA,Male,Student,None,NA
93,Watts Road,Peter,Collins,14,Grandson,NA,Male,Student,None,NA
94,Watts Road,Alison,Collins,47,Head,Single,Female,Ophthalmologist,None,None
94,Watts Road,Katherine,Collins,6,Daughter,NA,Female,Student,None,NA
94,Watts Road,Sara,Collins,4,Daughter,NA,Female,Child,None,NA
94,Watts Road,Joseph,Collins,1,Son,NA,Male,Child,None,NA
94,Watts Road,Robert,Mitchell,54,Lodger,Single,Male,"Doctor, hospital",None,Christian
95,Watts Road,Nicole,Goodwin,58,Head,Married,Female,Art therapist,None,Christian
95,Watts Road,Brett,Goodwin,59,Husband,Married,Male,"Nurse, mental health",None,Christian
95,Watts Road,Karl,Goodwin,32,Son,Single,Male,Transport planner,None,Christian
95,Watts Road,Kirsty,Goodwin,31,Daughter,Single,Female,Fast food restaurant manager,None,Christian
95,Watts Road,Ronald,Goodwin,30,Son,Single,Male,"Nurse, learning disability",None,None
95,Watts Road,Olivia,Khan-Goodwin,30,Daughter,Single,Female,Archivist,None,Christian
95,Watts Road,Leigh,Clark-Khan-Goodwin,28,Son,Single,Male,Interpreter,None,Christian
95,Watts Road,Conor,Adams,24,Son,Single,Male,Manufacturing systems engineer,None,None
95,Watts Road,Kevin,Adams,18,Son,Single,Male,Student,None,None
95,Watts Road,Georgia,Adams,16,Daughter,NA,Female,Student,None,NA
96,Watts Road,Janice,Kaur,24,Head,Single,Female,Tour manager,None,None
96,Watts Road,Hugh,Wade,49,None,Single,Male,Exhibition designer,None,Christian
96,Watts Road,Gemma,Hyde,25,None,Single,Female,Adult guidance worker,None,Christian
96,Watts Road,Sandra,Martin,36,None,Single,Female,Equities trader,None,Methodist
96,Watts Road,Elaine,Hilton,28,None,Single,Female,Probation officer,None,Christian
96,Watts Road,Gillian,Evans,47,None,Single,Female,"Programmer, applications",None,None
97,Watts Road,Leah,Hamilton,82,Head,Married,Female,"Retired Lecturer, further education",None,Christian
